USD/CAD,EUR/CAD,DEM/CAD,FRF/CAD,JPY/CAD,GBP/CAD,CHF/CAD,AUD/CAD,HKD/CAD,NZD/CAD
0.62814,0.72088,1.4099,4.7286,83.077,0.43968,1.06826,1.2155,4.8992,1.4936
0.62846,0.71979,1.4078,4.7215,83.452,0.43887,1.06712,1.2151,4.9015,1.4868
0.62850,0.72119,1.4105,4.7307,83.306,0.43995,1.06735,1.2123,4.9019,1.4872
0.62953,0.71824,1.4047,4.7113,83.998,0.44002,1.06338,1.2157,4.9098,1.4952
0.62873,0.72218,1.4125,4.7372,84.090,0.44053,1.06860,1.2155,4.9036,1.4945
0.62842,0.72150,1.4111,4.7327,84.381,0.44090,1.06678,1.2149,4.9012,1.5002
0.62723,0.71628,1.4009,4.6985,83.977,0.43846,1.05955,1.2219,4.8920,1.4970
0.62438,0.71654,1.4014,4.7002,83.591,0.43767,1.05798,1.2163,4.8697,1.4941
0.62073,0.71531,1.3990,4.6921,83.403,0.43645,1.05485,1.2058,4.8413,1.4826
0.62177,0.71937,1.4070,4.7188,83.703,0.43879,1.06225,1.2054,4.8493,1.4824
0.62317,0.71963,1.4075,4.7205,83.493,0.44094,1.06101,1.2057,4.8602,1.4780
0.62688,0.72437,1.4168,4.7516,83.591,0.44183,1.06929,1.2104,4.8894,1.4826
0.62913,0.72239,1.4129,4.7385,83.167,0.44209,1.06769,1.2090,4.9068,1.4749
0.62885,0.72291,1.4139,4.7420,83.209,0.44232,1.06769,1.2071,4.9047,1.4749
0.63163,0.72041,1.4090,4.7256,82.658,0.44360,1.06225,1.2112,4.9264,1.4717
0.63199,0.71860,1.4055,4.7137,80.321,0.44340,1.05675,1.2028,4.9291,1.4673
0.63068,0.72072,1.4096,4.7276,80.860,0.44322,1.06011,1.2041,4.9192,1.4646
0.63123,0.71974,1.4077,4.7212,80.841,0.44381,1.05876,1.2108,4.9233,1.4721
0.63072,0.71999,1.4082,4.7229,81.149,0.44577,1.05753,1.2114,4.9193,1.4673
0.62767,0.71551,1.3994,4.6935,81.202,0.44332,1.05097,1.2074,4.8957,1.4603
0.62755,0.71169,1.3920,4.6684,80.919,0.44199,1.04112,1.2001,4.8946,1.4586
0.63060,0.71459,1.3976,4.6874,81.400,0.44283,1.04603,1.1995,4.9183,1.4443
0.62980,0.71357,1.3956,4.6807,82.679,0.44172,1.04450,1.2005,4.9120,1.4438
0.63135,0.71690,1.4021,4.7025,83.542,0.44417,1.04965,1.2057,4.9241,1.4560
0.63327,0.71679,1.4019,4.7019,83.333,0.44407,1.04943,1.1929,4.9393,1.4341
0.63263,0.71628,1.4009,4.6985,83.438,0.44303,1.04811,1.1882,4.9342,1.4329
0.63424,0.72140,1.4109,4.7321,84.281,0.44460,1.05419,1.1909,4.9467,1.4416
0.63084,0.71958,1.4074,4.7201,84.189,0.44240,1.05108,1.1888,4.9202,1.4372
0.62810,0.71633,1.4010,4.6988,83.389,0.44014,1.04778,1.1886,4.8986,1.4388
0.62763,0.71922,1.4067,4.7178,83.236,0.44082,1.05374,1.1891,4.8952,1.4397
0.62755,0.72041,1.4090,4.7256,83.222,0.44066,1.05664,1.1759,4.8947,1.4233
0.62523,0.70987,1.3884,4.6565,83.354,0.43391,1.03821,1.1688,4.8765,1.4114
0.62782,0.71480,1.3980,4.6888,83.745,0.43723,1.04570,1.1739,4.8967,1.4190
0.62937,0.71485,1.3981,4.6891,83.479,0.43829,1.04504,1.1840,4.9088,1.4308
0.62790,0.71536,1.3991,4.6924,83.084,0.43762,1.04613,1.1840,4.8973,1.4251
0.62889,0.71418,1.3968,4.6847,82.857,0.43821,1.04581,1.1851,4.9050,1.4351
0.62731,0.71685,1.4020,4.7022,82.345,0.43829,1.04965,1.1901,4.8928,1.4476
0.62625,0.71179,1.3921,4.6691,82.028,0.43645,1.04362,1.1855,4.8845,1.4395
0.62763,0.71362,1.3957,4.6811,82.068,0.43695,1.04822,1.1837,4.8953,1.4343
0.62992,0.71327,1.3950,4.6787,82.864,0.43792,1.04559,1.1791,4.9132,1.4233
0.62980,0.71623,1.4008,4.6982,83.195,0.43827,1.05053,1.1798,4.9123,1.4227
0.62925,0.71485,1.3981,4.6891,83.022,0.43779,1.04866,1.1844,4.9079,1.4284
0.63299,0.71679,1.4019,4.7019,83.043,0.43972,1.05319,1.1899,4.9372,1.4388
0.63520,0.71505,1.3985,4.6904,83.001,0.43997,1.05119,1.1826,4.9544,1.4294
0.63508,0.71367,1.3958,4.6814,82.420,0.43856,1.04690,1.1788,4.9533,1.4251
0.63617,0.71531,1.3990,4.6921,83.001,0.43950,1.04998,1.1799,4.9618,1.4235
0.63581,0.71618,1.4007,4.6978,82.624,0.43877,1.05164,1.1795,4.9588,1.4239
0.63484,0.71322,1.3949,4.6784,82.461,0.43813,1.04635,1.1773,4.9513,1.4203
0.63767,0.71536,1.3991,4.6924,82.754,0.44039,1.04855,1.1762,4.9734,1.4235
0.63963,0.71205,1.3926,4.6707,82.095,0.43985,1.04297,1.1751,4.9888,1.4186
0.63971,0.71220,1.3929,4.6717,81.994,0.43972,1.04232,1.1783,4.9893,1.4217
0.63849,0.70721,1.3832,4.6390,81.813,0.43754,1.03498,1.1867,4.9797,1.4269
0.63784,0.70847,1.3856,4.6472,81.927,0.43790,1.03434,1.1869,4.9745,1.4253
0.64189,0.70832,1.3853,4.6462,81.806,0.43898,1.02743,1.1916,5.0061,1.4331
0.64029,0.70877,1.3862,4.6492,81.987,0.43718,1.03072,1.1932,4.9936,1.4366
0.63906,0.69989,1.3689,4.5910,81.288,0.43569,1.01709,1.1875,4.9840,1.4263
0.63763,0.69570,1.3607,4.5635,81.149,0.43444,1.01327,1.1825,4.9730,1.4245
0.63694,0.69619,1.3616,4.5667,81.407,0.43403,1.01440,1.1773,4.9676,1.4176
0.63674,0.70422,1.3773,4.6194,81.920,0.43804,1.02543,1.1791,4.9660,1.4148
0.63755,0.70136,1.3717,4.6006,81.833,0.43701,1.02010,1.1755,4.9723,1.4166
0.64201,0.70437,1.3776,4.6204,82.095,0.43954,1.02386,1.1791,5.0072,1.4178
0.64172,0.70457,1.3780,4.6217,81.927,0.43977,1.02543,1.1745,5.0049,1.4092
0.64160,0.71114,1.3909,4.6647,82.563,0.44312,1.03638,1.1743,5.0039,1.4073
0.64272,0.70837,1.3854,4.6466,82.217,0.44137,1.03157,1.1717,5.0126,1.4009
0.64325,0.70631,1.3814,4.6331,82.447,0.44144,1.02828,1.1710,5.0168,1.4021
0.64834,0.70418,1.3772,4.6191,81.693,0.44403,1.02512,1.1739,5.0564,1.3982
0.65011,0.70696,1.3827,4.6374,80.489,0.44613,1.02680,1.1717,5.0704,1.3912
0.65104,0.70259,1.3742,4.6087,80.828,0.44617,1.02114,1.1660,5.0778,1.3765
0.65210,0.70622,1.3812,4.6325,81.407,0.44839,1.02722,1.1678,5.0863,1.3727
0.65155,0.70661,1.3820,4.6351,81.261,0.44687,1.03114,1.1722,5.0819,1.3827
0.65168,0.70771,1.3842,4.6423,81.314,0.44741,1.03306,1.1695,5.0829,1.3831
0.65351,0.70378,1.3765,4.6165,81.274,0.44703,1.02838,1.1636,5.0972,1.3712
0.65164,0.70067,1.3704,4.5961,81.031,0.44633,1.02712,1.1578,5.0826,1.3658
0.65193,0.69546,1.3602,4.5619,80.218,0.44488,1.01823,1.1546,5.0849,1.3648
0.65466,0.70102,1.3711,4.5984,81.261,0.44763,1.02722,1.1569,5.1062,1.3654
0.65445,0.69677,1.3628,4.5705,80.945,0.44761,1.02344,1.1451,5.1047,1.3459
0.65449,0.69363,1.3566,4.5499,80.730,0.44717,1.01833,1.1380,5.1049,1.3312
0.65142,0.69372,1.3568,4.5505,81.044,0.44693,1.02103,1.1374,5.0810,1.3389
0.65253,0.68994,1.3494,4.5257,81.129,0.44709,1.01740,1.1347,5.0895,1.3296
0.65261,0.69080,1.3511,4.5313,81.222,0.44679,1.01492,1.1426,5.0902,1.3353
0.65019,0.68828,1.3462,4.5148,81.011,0.44498,1.01317,1.1418,5.0714,1.3324
0.65011,0.68823,1.3461,4.5145,81.659,0.44260,1.01554,1.1436,5.0707,1.3317
0.65096,0.68714,1.3439,4.5074,81.779,0.44256,1.01523,1.1386,5.0771,1.3205
0.64960,0.68833,1.3462,4.5151,81.294,0.44166,1.01595,1.1421,5.0669,1.3222
0.64516,0.68287,1.3356,4.4794,80.231,0.43792,1.00796,1.1519,5.0322,1.3344
0.64629,0.68437,1.3385,4.4892,80.367,0.43718,1.01000,1.1583,5.0409,1.3360
0.64763,0.68283,1.3355,4.4791,80.652,0.43550,1.00796,1.1529,5.0514,1.3312
0.64876,0.67981,1.3296,4.4593,80.483,0.43600,1.00040,1.1473,5.0603,1.3312
0.65300,0.67687,1.3238,4.4399,80.528,0.43567,0.99443,1.1433,5.0933,1.3287
0.65660,0.67641,1.3229,4.4369,79.605,0.43808,0.99295,1.1429,5.1214,1.3219
0.65928,0.67367,1.3176,4.4190,79.949,0.43789,0.98932,1.1489,5.1424,1.3319
0.65716,0.67783,1.3257,4.4463,80.103,0.43810,0.99473,1.1562,5.1258,1.3398
0.65759,0.66917,1.3088,4.3894,78.808,0.43200,0.98261,1.1711,5.1291,1.3572
0.66181,0.66952,1.3095,4.3918,78.995,0.43314,0.98493,1.1732,5.1620,1.3494
0.65846,0.66791,1.3063,4.3812,78.914,0.43185,0.98203,1.1696,5.1360,1.3519
0.65531,0.66640,1.3034,4.3713,78.771,0.42834,0.97637,1.1651,5.1114,1.3426
0.65402,0.66609,1.3028,4.3693,78.333,0.42847,0.97504,1.1666,5.1013,1.3364
0.65270,0.66711,1.3048,4.3760,78.438,0.42823,0.97656,1.1734,5.0909,1.3461
0.65621,0.67472,1.3196,4.4259,78.864,0.43146,0.98843,1.1780,5.1183,1.3497
0.65755,0.66631,1.3032,4.3707,78.015,0.42830,0.97895,1.1650,5.1288,1.3399
0.66033,0.66423,1.2991,4.3571,77.785,0.42689,0.97857,1.1606,5.1505,1.3398
0.65794,0.66520,1.3010,4.3634,77.592,0.42483,0.97924,1.1586,5.1319,1.3405
0.65703,0.66181,1.2944,4.3412,76.646,0.42262,0.97191,1.1744,5.1248,1.3554
0.65351,0.65980,1.2905,4.3280,76.260,0.42158,0.96909,1.1671,5.0973,1.3486
0.65079,0.64612,1.2637,4.2383,75.523,0.41563,0.94904,1.1625,5.0761,1.3408
0.65155,0.64595,1.2634,4.2372,75.369,0.41511,0.94778,1.1674,5.0821,1.3405
0.64973,0.64416,1.2599,4.2254,75.517,0.41413,0.94366,1.1776,5.0679,1.3463
0.64763,0.64358,1.2587,4.2216,75.878,0.41292,0.94224,1.1740,5.0514,1.3407
0.64998,0.63992,1.2516,4.1976,75.216,0.41185,0.93502,1.1700,5.0698,1.3323
0.64267,0.63638,1.2446,4.1743,74.688,0.40670,0.92558,1.1648,5.0128,1.3282
0.63351,0.63784,1.2475,4.1839,74.322,0.40471,0.92790,1.1606,4.9414,1.3249
0.63452,0.63804,1.2479,4.1853,73.812,0.40302,0.92387,1.1730,4.9492,1.3576
0.63589,0.63585,1.2436,4.1709,74.316,0.40358,0.92157,1.1737,4.9598,1.3620
0.63032,0.63796,1.2477,4.1847,74.867,0.40313,0.92507,1.1734,4.9165,1.3620
0.63605,0.64994,1.2712,4.2633,76.225,0.40825,0.94652,1.1754,4.9612,1.3576
0.63569,0.64346,1.2585,4.2208,76.214,0.40424,0.93747,1.1674,4.9583,1.3506
0.63119,0.64437,1.2603,4.2268,75.580,0.40388,0.93607,1.1600,4.9233,1.3454
0.63016,0.64000,1.2517,4.1981,75.047,0.40456,0.92627,1.1695,4.9152,1.3561
0.62964,0.63706,1.2460,4.1789,74.951,0.40074,0.92533,1.1681,4.9112,1.3576
0.62763,0.65108,1.2734,4.2708,76.034,0.40791,0.94949,1.1879,4.8955,1.3918
0.63259,0.64956,1.2704,4.2608,76.162,0.41195,0.94679,1.1792,4.9342,1.3893
0.63235,0.65526,1.2816,4.2983,76.558,0.41389,0.95767,1.1855,4.9323,1.3874
0.63601,0.65466,1.2804,4.2943,76.418,0.41741,0.95602,1.1877,4.9609,1.3897
0.63532,0.64973,1.2708,4.2619,75.512,0.41470,0.95048,1.1780,4.9555,1.3714
0.63865,0.65249,1.2762,4.2800,76.040,0.41708,0.95465,1.1868,4.9814,1.3835
0.63902,0.64758,1.2666,4.2479,74.460,0.41382,0.94643,1.1881,4.9843,1.3804
0.64177,0.65368,1.2785,4.2879,75.256,0.41783,0.95657,1.1791,5.0057,1.3740
0.64099,0.65159,1.2744,4.2742,75.347,0.41695,0.95584,1.1777,4.9996,1.3723
0.63654,0.65104,1.2733,4.2706,75.460,0.41667,0.95493,1.1737,4.9649,1.3639
0.63633,0.65062,1.2725,4.2678,75.609,0.41663,0.95593,1.1645,4.9634,1.3574
0.64156,0.65518,1.2814,4.2977,76.046,0.41939,0.96200,1.1781,5.0041,1.3782
0.64243,0.66243,1.2956,4.3452,76.953,0.42287,0.97523,1.1893,5.0109,1.3837
0.64276,0.66085,1.2925,4.3349,76.823,0.42244,0.97229,1.1820,5.0135,1.3776
0.64222,0.65998,1.2908,4.3292,76.775,0.42142,0.97106,1.1802,5.0093,1.3738
0.64433,0.65656,1.2841,4.3067,76.237,0.42087,0.96432,1.1644,5.0257,1.3644
0.64115,0.65287,1.2769,4.2825,75.855,0.41733,0.95969,1.1629,5.0009,1.3658
0.64123,0.65244,1.2761,4.2797,75.884,0.41413,0.95813,1.1616,5.0016,1.3685
0.64148,0.65394,1.2790,4.2895,76.173,0.41444,0.96265,1.1671,5.0035,1.3699
0.64338,0.64608,1.2636,4.2380,75.364,0.41169,0.94733,1.1765,5.0183,1.3759
0.63845,0.64325,1.2581,4.2195,75.335,0.40810,0.94153,1.1725,4.9799,1.3704
0.63808,0.64371,1.2590,4.2224,75.500,0.40733,0.94003,1.1774,4.9770,1.3669
0.63963,0.64960,1.2705,4.2611,75.798,0.41006,0.94769,1.1697,4.9890,1.3593
0.63873,0.65053,1.2723,4.2672,75.919,0.40980,0.94823,1.1681,4.9821,1.3600
0.63613,0.65236,1.2759,4.2792,76.191,0.40940,0.95184,1.1620,4.9618,1.3524
0.63472,0.65219,1.2756,4.2781,76.523,0.40950,0.95557,1.1583,4.9507,1.3477
0.63096,0.64641,1.2643,4.2402,76.103,0.40576,0.94859,1.1444,4.9211,1.3298
0.63064,0.64725,1.2659,4.2457,76.640,0.40468,0.94760,1.1455,4.9189,1.3289
0.63191,0.64990,1.2711,4.2631,77.202,0.40928,0.95420,1.1513,4.9286,1.3417
0.63323,0.65385,1.2788,4.2890,77.652,0.41276,0.96256,1.1566,4.9389,1.3468
0.63159,0.64499,1.2615,4.2309,76.722,0.40680,0.94616,1.1514,4.9263,1.3407
0.63593,0.64725,1.2659,4.2457,77.226,0.40871,0.94769,1.1545,4.9601,1.3380
0.63573,0.64608,1.2636,4.2380,78.302,0.40851,0.94581,1.1625,4.9586,1.3495
0.63111,0.64243,1.2565,4.2140,78.186,0.40512,0.94064,1.1583,4.9226,1.3426
0.63072,0.64251,1.2566,4.2146,77.821,0.40520,0.94100,1.1581,4.9194,1.3387
0.63251,0.64541,1.2623,4.2336,77.610,0.40478,0.94438,1.1616,4.9334,1.3432
0.63411,0.64982,1.2709,4.2625,77.730,0.40743,0.95311,1.1644,4.9459,1.3475
0.63383,0.64868,1.2687,4.2550,77.882,0.40775,0.95156,1.1644,4.9436,1.3464
0.63060,0.63837,1.2485,4.1874,76.764,0.40162,0.93058,1.1610,4.9184,1.3423
0.63052,0.63947,1.2507,4.1946,77.375,0.40137,0.93258,1.1621,4.9177,1.3371
0.63072,0.64082,1.2533,4.2035,77.712,0.40280,0.93563,1.1589,4.9193,1.3278
0.62885,0.63698,1.2458,4.1783,77.381,0.40051,0.93049,1.1503,4.9049,1.3151
0.62727,0.63853,1.2489,4.1885,77.190,0.39976,0.93379,1.1481,4.8925,1.3108
0.62814,0.63984,1.2514,4.1970,78.168,0.40149,0.93580,1.1418,4.8992,1.2967
0.62779,0.64078,1.2533,4.2032,78.003,0.40323,0.93897,1.1473,4.8965,1.3014
0.62771,0.63609,1.2441,4.1725,77.549,0.40249,0.93162,1.1436,4.8959,1.3036
0.62834,0.63715,1.2461,4.1794,77.682,0.40203,0.93223,1.1477,4.9009,1.3091
0.62941,0.63857,1.2489,4.1887,78.064,0.40324,0.93519,1.1475,4.9092,1.3089
0.63072,0.64272,1.2570,4.2159,78.623,0.40570,0.94313,1.1534,4.9193,1.3146
0.63131,0.64251,1.2566,4.2146,78.468,0.40617,0.94233,1.1502,4.9238,1.3123
0.63601,0.65330,1.2777,4.2853,79.397,0.40970,0.95969,1.1553,4.9604,1.3196
0.63609,0.65514,1.2813,4.2974,79.834,0.41135,0.96293,1.1561,4.9609,1.3208
0.63800,0.65548,1.2820,4.2997,79.561,0.41389,0.96376,1.1531,4.9756,1.3175
0.63780,0.65202,1.2752,4.2770,79.777,0.41254,0.95822,1.1534,4.9742,1.3160
0.63747,0.65236,1.2759,4.2792,79.164,0.41135,0.95648,1.1533,4.9716,1.3153
0.64062,0.65763,1.2862,4.3138,79.936,0.41391,0.96497,1.1538,4.9961,1.3172
0.63804,0.65321,1.2776,4.2848,79.195,0.41075,0.95758,1.1501,4.9760,1.3115
0.64082,0.65087,1.2730,4.2694,79.233,0.41063,0.95365,1.1469,4.9977,1.3103
0.63975,0.64943,1.2702,4.2600,78.438,0.41041,0.95075,1.1505,4.9896,1.3168
0.63792,0.64847,1.2683,4.2537,78.407,0.40970,0.94994,1.1539,4.9754,1.3205
0.64090,0.64851,1.2684,4.2539,78.678,0.40995,0.94850,1.1549,4.9986,1.3193
0.64201,0.64383,1.2592,4.2233,78.419,0.41053,0.94180,1.1476,5.0074,1.3051
0.64309,0.64595,1.2634,4.2372,78.746,0.41369,0.94518,1.1467,5.0155,1.2943
0.64259,0.64296,1.2575,4.2176,78.290,0.41120,0.94029,1.1442,5.0115,1.2940
0.64177,0.64338,1.2583,4.2203,78.431,0.41154,0.94100,1.1422,5.0052,1.2950
0.64392,0.63800,1.2478,4.1850,78.070,0.40765,0.93406,1.1374,5.0219,1.2882
0.63922,0.63048,1.2331,4.1357,76.517,0.40164,0.92225,1.1294,4.9854,1.2829
0.63524,0.62862,1.2295,4.1234,75.947,0.39994,0.91912,1.1325,4.9545,1.2837
0.63436,0.63052,1.2332,4.1359,76.289,0.40005,0.92421,1.1326,4.9475,1.2803
0.63504,0.63283,1.2377,4.1511,76.482,0.40220,0.92799,1.1297,4.9531,1.2702
0.63239,0.62719,1.2267,4.1141,76.127,0.40043,0.91937,1.1236,4.9324,1.2647
0.62885,0.62360,1.2196,4.0905,76.179,0.39810,0.91500,1.1163,4.9047,1.2631
0.63084,0.62418,1.2208,4.0944,76.746,0.39716,0.91651,1.1297,4.9201,1.2705
0.63135,0.62980,1.2318,4.1312,77.352,0.40090,0.92490,1.1287,4.9242,1.2694
0.63347,0.63408,1.2401,4.1593,77.845,0.40188,0.93093,1.1270,4.9405,1.2607
0.63283,0.63500,1.2420,4.1653,77.742,0.40106,0.93484,1.1221,4.9352,1.2572
0.63561,0.63971,1.2512,4.1962,77.730,0.40563,0.94260,1.1365,4.9567,1.2723
0.63621,0.64164,1.2549,4.2089,77.543,0.41044,0.94598,1.1356,4.9615,1.2806
0.63504,0.64172,1.2551,4.2094,77.622,0.41127,0.94598,1.1418,4.9525,1.2888
0.63536,0.63877,1.2493,4.1901,77.652,0.40930,0.94251,1.1339,4.9549,1.2820
0.63881,0.64317,1.2579,4.2189,78.394,0.41064,0.94913,1.1400,4.9818,1.2817
0.64127,0.64620,1.2639,4.2388,79.910,0.41222,0.95202,1.1464,5.0011,1.2888
0.64226,0.64429,1.2601,4.2263,79.910,0.40974,0.94805,1.1489,5.0086,1.2863
0.64210,0.64230,1.2562,4.2132,80.154,0.40935,0.94581,1.1455,5.0074,1.2819
0.64057,0.64111,1.2539,4.2054,80.058,0.40778,0.94340,1.1412,4.9954,1.2760
0.63869,0.63367,1.2394,4.1566,78.989,0.40591,0.93266,1.1396,4.9809,1.2740
0.64041,0.63480,1.2416,4.1640,78.989,0.40558,0.93467,1.1370,4.9943,1.2707
0.64057,0.63585,1.2436,4.1709,79.208,0.40795,0.93694,1.1448,4.9958,1.2724
0.64276,0.63739,1.2466,4.1810,79.353,0.40820,0.93959,1.1459,5.0129,1.2789
0.64317,0.63123,1.2346,4.1406,78.939,0.40698,0.93179,1.1380,5.0160,1.2612
0.64094,0.62672,1.2258,4.1110,77.381,0.40318,0.92413,1.1351,4.9985,1.2473
0.64000,0.62676,1.2258,4.1113,77.616,0.40227,0.92413,1.1302,4.9910,1.2452
0.64479,0.62787,1.2280,4.1185,78.174,0.40391,0.92353,1.1393,5.0284,1.2450
0.64363,0.62751,1.2273,4.1162,77.948,0.40220,0.91996,1.1380,5.0189,1.2489
0.64620,0.63307,1.2382,4.1527,78.119,0.40424,0.92567,1.1430,5.0390,1.2502
0.64416,0.62731,1.2269,4.1149,77.634,0.40206,0.91768,1.1463,5.0231,1.2500
0.64499,0.63115,1.2344,4.1401,77.912,0.40629,0.91912,1.1490,5.0299,1.2505
0.64599,0.62692,1.2261,4.1123,77.688,0.40468,0.91008,1.1470,5.0380,1.2492
0.63759,0.61241,1.1978,4.0171,76.458,0.39792,0.88960,1.1367,4.9725,1.2299
0.63335,0.60551,1.1843,3.9719,74.974,0.39482,0.88145,1.1235,4.9395,1.2052
0.63307,0.60372,1.1808,3.9601,75.177,0.39327,0.87566,1.1250,4.9371,1.2086
0.63504,0.61278,1.1985,4.0196,76.115,0.39742,0.88976,1.1273,4.9525,1.2142
0.63837,0.61271,1.1984,4.0191,76.499,0.39792,0.89182,1.1299,4.9785,1.2160
0.64119,0.61260,1.1981,4.0184,76.336,0.39882,0.89310,1.1125,5.0007,1.2019
0.64136,0.61561,1.2040,4.0382,77.065,0.39947,0.89694,1.1143,5.0022,1.2064
0.64049,0.61293,1.1988,4.0206,76.447,0.39874,0.89429,1.1132,4.9955,1.2080
0.64363,0.61478,1.2024,4.0327,76.959,0.40133,0.89726,1.1159,5.0198,1.2131
0.64516,0.61215,1.1973,4.0154,77.065,0.40127,0.89437,1.1080,5.0316,1.2025
0.64859,0.61557,1.2040,4.0379,77.208,0.40461,0.89928,1.1112,5.0583,1.2042
0.64948,0.61433,1.2015,4.0297,76.599,0.40412,0.89872,1.1130,5.0653,1.2064
0.65138,0.61569,1.2042,4.0386,76.799,0.40622,0.90050,1.1136,5.0801,1.2099
0.65092,0.61580,1.2044,4.0394,76.793,0.40489,0.90082,1.1086,5.0765,1.1983
0.65130,0.61084,1.1947,4.0068,76.769,0.40254,0.89087,1.1022,5.0795,1.1809
0.65159,0.61065,1.1943,4.0056,76.976,0.40530,0.89206,1.1039,5.0817,1.1809
0.65232,0.61087,1.1948,4.0071,77.334,0.40453,0.89286,1.1117,5.0876,1.2001
0.65274,0.60835,1.1898,3.9905,77.125,0.40357,0.88944,1.1136,5.0908,1.2009
0.65625,0.60946,1.1920,3.9978,77.334,0.40432,0.89150,1.1102,5.1183,1.1972
0.65699,0.60683,1.1869,3.9806,77.381,0.40248,0.88905,1.1089,5.1240,1.1940
0.65582,0.60496,1.1832,3.9683,77.803,0.40098,0.88881,1.1128,5.1151,1.1932
0.65104,0.60085,1.1752,3.9413,77.250,0.39697,0.88269,1.1059,5.0776,1.1898
0.65673,0.60459,1.1825,3.9659,77.537,0.39903,0.88747,1.1115,5.1223,1.1950
0.65321,0.60621,1.1856,3.9765,77.870,0.39624,0.89000,1.1128,5.0950,1.2002
0.65402,0.60898,1.1911,3.9946,78.456,0.39760,0.89469,1.1156,5.1013,1.2013
0.65785,0.61128,1.1956,4.0098,79.252,0.40103,0.89710,1.1249,5.1312,1.2098
0.66037,0.60705,1.1873,3.9820,79.076,0.40088,0.89063,1.1178,5.1507,1.2025
0.65811,0.60691,1.1870,3.9810,78.833,0.39987,0.89055,1.1144,5.1330,1.1986
0.65725,0.60698,1.1871,3.9815,78.808,0.40188,0.88992,1.1120,5.1262,1.1973
0.65742,0.60868,1.1905,3.9927,79.151,0.40373,0.89310,1.1132,5.1274,1.1998
0.65312,0.60776,1.1887,3.9866,79.195,0.40125,0.89103,1.1073,5.0940,1.1893
0.65355,0.60809,1.1893,3.9888,79.202,0.40358,0.89230,1.1091,5.0974,1.1902
0.65415,0.61031,1.1937,4.0034,79.321,0.40479,0.89566,1.1080,5.1020,1.1896
0.65811,0.60757,1.1883,3.9854,79.296,0.40599,0.89214,1.1044,5.1329,1.1871
0.65841,0.60968,1.1924,3.9993,79.277,0.40861,0.89630,1.1117,5.1352,1.1927
0.65751,0.61207,1.1971,4.0149,78.989,0.41125,0.90041,1.1114,5.1282,1.1912
0.66015,0.61645,1.2057,4.0436,78.511,0.41456,0.90728,1.1163,5.1489,1.1980
0.66041,0.61467,1.2022,4.0319,78.358,0.41391,0.90457,1.1110,5.1509,1.1947
0.66476,0.61425,1.2014,4.0292,78.561,0.41752,0.90245,1.1105,5.1847,1.1912
0.66427,0.61591,1.2046,4.0401,78.902,0.41873,0.90440,1.1120,5.1806,1.1898
0.66921,0.62065,1.2139,4.0712,78.821,0.42196,0.90983,1.1046,5.2193,1.1829
0.66997,0.62120,1.2150,4.0748,78.487,0.42602,0.90728,1.1073,5.2250,1.1864
0.66957,0.62016,1.2129,4.0680,78.462,0.42348,0.90719,1.1023,5.2218,1.1854
0.66881,0.62131,1.2152,4.0755,78.641,0.42326,0.90917,1.1053,5.2160,1.1889
0.67245,0.62387,1.2202,4.0923,79.498,0.42728,0.91166,1.1061,5.2445,1.2057
0.67358,0.62166,1.2159,4.0778,79.434,0.42746,0.90703,1.0975,5.2530,1.2008
0.67696,0.62181,1.2162,4.0788,79.834,0.42784,0.90695,1.1027,5.2795,1.2058
0.67921,0.61931,1.2113,4.0624,79.662,0.42448,0.90326,1.1019,5.2971,1.2018
0.67976,0.61812,1.2089,4.0546,79.688,0.42355,0.90531,1.1067,5.3014,1.2019
0.68203,0.61912,1.2109,4.0611,79.428,0.42568,0.90967,1.1111,5.3191,1.2134
0.68231,0.61679,1.2063,4.0459,79.510,0.42628,0.90383,1.1079,5.3213,1.2148
0.67930,0.61595,1.2047,4.0404,79.529,0.42346,0.90432,1.1251,5.2978,1.2268
0.67921,0.61614,1.2051,4.0416,79.586,0.42118,0.90440,1.1401,5.2971,1.2344
0.67340,0.61946,1.2116,4.0634,79.662,0.41932,0.90835,1.1331,5.2517,1.2311
0.67467,0.62909,1.2304,4.1266,80.000,0.42637,0.92370,1.1314,5.2618,1.2231
0.67408,0.63528,1.2425,4.1672,79.802,0.42972,0.93310,1.1374,5.2572,1.2277
0.67631,0.63658,1.2450,4.1757,80.399,0.43288,0.93607,1.1406,5.2745,1.2333
0.67549,0.63784,1.2475,4.1839,81.156,0.43154,0.93897,1.1423,5.2682,1.2273
0.67641,0.63674,1.2454,4.1767,81.189,0.43148,0.93738,1.1396,5.2752,1.2219
0.67083,0.63654,1.2450,4.1754,81.466,0.42843,0.93905,1.1351,5.2317,1.2117
0.67563,0.63476,1.2415,4.1637,81.540,0.42898,0.93563,1.1362,5.2692,1.2247
0.67682,0.63408,1.2401,4.1593,81.235,0.43087,0.93441,1.1340,5.2786,1.2270
0.67981,0.63662,1.2451,4.1759,81.666,0.43182,0.93985,1.1382,5.3019,1.2422
0.68111,0.63597,1.2438,4.1717,81.573,0.43440,0.94038,1.1346,5.3121,1.2390
0.68129,0.63307,1.2382,4.1527,81.873,0.43459,0.93458,1.1348,5.3135,1.2385
0.68060,0.62430,1.2210,4.0951,80.354,0.43098,0.92123,1.1254,5.3082,1.2282
0.67907,0.62263,1.2178,4.0842,80.296,0.43070,0.91929,1.1231,5.2962,1.2237
